timestamp,quickget_version,os,arch,cpu_count,go_version,size_label,target_bytes,url,repeat_index,connections,queue_mode,segment_size,buffer_size,http_mode,elapsed_seconds,avg_mbps,peak_mbps,bytes_downloaded,success,error,server_supports_ranges,disk_write_percent
2026-05-16T13:51:24Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,4194304,1048576,auto,3.792130,2.637041,3.285468,10485760,true,,true,
2026-05-16T13:51:28Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,4194304,1048576,http1,5.266955,1.898630,2.222280,10485760,true,,true,
2026-05-16T13:51:33Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,4194304,1048576,auto,4.394715,2.275460,2.792604,10485760,true,,true,
2026-05-16T13:51:37Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,4194304,1048576,auto,8.137032,1.228949,2.254027,10485760,true,,true,1.115529
2026-05-16T13:51:45Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,4194304,1048576,http1,7.283367,1.372991,1.748522,10485760,true,,true,
2026-05-16T13:51:53Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,4194304,1048576,http1,3.724823,2.684691,3.280628,10485760,true,,true,2.421203
2026-05-16T13:51:56Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,1048576,1048576,http1,3.652431,2.737903,3.202082,10485760,true,,true,1.511845
2026-05-16T13:52:00Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,1048576,http1,3.476917,2.876111,3.475655,10485760,true,,true,1.587867
2026-05-16T13:52:04Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,4194304,1048576,http1,3.898837,2.564867,3.357393,10485760,true,,true,3.137686
2026-05-16T13:52:07Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,8388608,1048576,http1,5.158747,1.938455,2.311616,10485760,true,,true,2.193432
2026-05-16T13:52:13Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,1048576,1048576,auto,5.105097,1.958827,2.324329,10485760,true,,true,
2026-05-16T13:52:18Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,2097152,1048576,auto,4.665800,2.143255,2.534026,10485760,true,,true,
2026-05-16T13:52:22Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,4194304,1048576,auto,4.752428,2.104188,2.488018,10485760,true,,true,
2026-05-16T13:52:27Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,1048576,auto,3.762835,2.657570,3.376208,10485760,true,,true,
2026-05-16T13:52:31Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,262144,http1,3.244768,3.081885,3.688861,10485760,true,,true,2.121269
2026-05-16T13:52:34Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,524288,http1,3.311963,3.019358,3.545929,10485760,true,,true,2.223092
2026-05-16T13:52:38Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,1048576,http1,3.838452,2.605217,3.118901,10485760,true,,true,2.583129
2026-05-16T13:52:41Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,2097152,http1,4.542549,2.201407,3.326292,10485760,true,,true,1.378639
2026-05-16T13:52:46Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,1048576,262144,http1,3.600197,2.777626,3.278620,10485760,true,,true,2.088466
2026-05-16T13:52:49Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,1048576,524288,http1,3.544999,2.820875,3.400547,10485760,true,,true,1.740892
2026-05-16T13:52:53Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,1048576,1048576,http1,3.785903,2.641378,3.098255,10485760,true,,true,2.438158
2026-05-16T13:52:57Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,262144,auto,3.798814,2.632401,3.264146,10485760,true,,true,
2026-05-16T13:53:01Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,524288,auto,5.285260,1.892055,2.419771,10485760,true,,true,
2026-05-16T13:53:06Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,1048576,auto,4.122134,2.425928,2.963852,10485760,true,,true,
2026-05-16T13:53:10Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,2097152,auto,5.445594,1.836347,2.140697,10485760,true,,true,
2026-05-16T13:53:16Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,1,true,8388608,4194304,auto,3.602213,2.776071,3.548190,10485760,true,,true,
2026-05-16T13:53:19Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,262144,http1,4.188051,2.387745,3.352773,10485760,true,,true,1.413971
2026-05-16T13:53:23Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,2,2,true,2097152,262144,http1,4.226614,2.365960,2.690724,10485760,true,,true,1.390330
2026-05-16T13:53:28Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,3,2,true,2097152,262144,http1,3.406330,2.935711,3.553972,10485760,true,,true,1.676676
2026-05-16T13:53:31Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,2097152,524288,http1,4.191080,2.386020,3.299318,10485760,true,,true,1.548715
2026-05-16T13:53:35Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,2,2,true,2097152,524288,http1,4.445529,2.249451,2.839851,10485760,true,,true,1.802658
2026-05-16T13:53:40Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,3,2,true,2097152,524288,http1,3.504161,2.853751,3.316135,10485760,true,,true,2.236951
2026-05-16T13:53:43Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,1,2,true,1048576,524288,http1,3.607377,2.772097,3.240678,10485760,true,,true,1.833347
2026-05-16T13:53:47Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,2,2,true,1048576,524288,http1,3.778384,2.646634,3.044755,10485760,true,,true,2.570923
2026-05-16T13:53:50Z,,windows,amd64,20,go1.26.3,10MB,10485760,https://proof.ovh.net/files/1Gb.dat,3,2,true,1048576,524288,http1,3.866477,2.586334,2.995922,10485760,true,,true,2.015434
